"Código","Unidade Territorial","UF","Referência","Pessoas com deficiência (PCD) que recebem o Benefício de Prestação Continuada (BPC) por Município pagador"
"210203","BOM JESUS DAS SELVAS","MA","09/2020","155"
"210203","BOM JESUS DAS SELVAS","MA","08/2020","154"
"210203","BOM JESUS DAS SELVAS","MA","06/2020","151"
"210203","BOM JESUS DAS SELVAS","MA","01/2020","157"
"210203","BOM JESUS DAS SELVAS","MA","07/2020","152"
"210203","BOM JESUS DAS SELVAS","MA","03/2020","152"
"210203","BOM JESUS DAS SELVAS","MA","04/2020","153"
"210203","BOM JESUS DAS SELVAS","MA","05/2020","153"
"210207","BOM LUGAR","MA","03/2020","299"
"210207","BOM LUGAR","MA","04/2020","298"
"210207","BOM LUGAR","MA","05/2020","298"
"210207","BOM LUGAR","MA","11/2020","301"
"210207","BOM LUGAR","MA","12/2020","298"
"210207","BOM LUGAR","MA","08/2020","300"
"210207","BOM LUGAR","MA","07/2020","297"
"210207","BOM LUGAR","MA","01/2020","300"
"210207","BOM LUGAR","MA","02/2020","297"
"210207","BOM LUGAR","MA","10/2020","301"
"210207","BOM LUGAR","MA","09/2020","301"
"210207","BOM LUGAR","MA","06/2020","298"
"210210","BREJO","MA","10/2020","690"
"210210","BREJO","MA","06/2020","693"
"210210","BREJO","MA","07/2020","692"
"210210","BREJO","MA","08/2020","693"
"210210","BREJO","MA","09/2020","691"
"210210","BREJO","MA","11/2020","689"
"210210","BREJO","MA","12/2020","687"
"210210","BREJO","MA","03/2020","693"
"210210","BREJO","MA","02/2020","691"
"210210","BREJO","MA","01/2020","699"
"210210","BREJO","MA","05/2020","696"
"210210","BREJO","MA","04/2020","697"
"210215","BREJO DE AREIA","MA","08/2020","65"
"210215","BREJO DE AREIA","MA","07/2020","65"
"210215","BREJO DE AREIA","MA","06/2020","65"
"210215","BREJO DE AREIA","MA","05/2020","65"
"210215","BREJO DE AREIA","MA","04/2020","66"
"210215","BREJO DE AREIA","MA","03/2020","66"
"210215","BREJO DE AREIA","MA","02/2020","65"
"210215","BREJO DE AREIA","MA","01/2020","65"
"210215","BREJO DE AREIA","MA","12/2020","66"
"210215","BREJO DE AREIA","MA","11/2020","67"
"210215","BREJO DE AREIA","MA","10/2020","67"
"210215","BREJO DE AREIA","MA","09/2020","67"
"210220","BURITI","MA","09/2020","328"
"210220","BURITI","MA","08/2020","328"
"210220","BURITI","MA","07/2020","328"
"210220","BURITI","MA","05/2020","330"
"210220","BURITI","MA","06/2020","329"
"210220","BURITI","MA","04/2020","332"
"210220","BURITI","MA","02/2020","331"
"210220","BURITI","MA","03/2020","331"
"210220","BURITI","MA","01/2020","333"
"210220","BURITI","MA","12/2020","323"
"210220","BURITI","MA","11/2020","328"
"210220","BURITI","MA","10/2020","328"
"210230","BURITI BRAVO","MA","08/2020","248"
"210230","BURITI BRAVO","MA","06/2020","248"
"210230","BURITI BRAVO","MA","05/2020","248"
"210230","BURITI BRAVO","MA","04/2020","247"
"210230","BURITI BRAVO","MA","03/2020","248"
"210230","BURITI BRAVO","MA","02/2020","247"
"210230","BURITI BRAVO","MA","11/2020","251"
"210230","BURITI BRAVO","MA","01/2020","245"
"210230","BURITI BRAVO","MA","12/2020","251"
"210230","BURITI BRAVO","MA","07/2020","247"
"210230","BURITI BRAVO","MA","10/2020","250"
"210230","BURITI BRAVO","MA","09/2020","247"
"210232","BURITICUPU","MA","12/2020","931"
"210232","BURITICUPU","MA","09/2020","941"
"210232","BURITICUPU","MA","01/2020","930"
"210232","BURITICUPU","MA","02/2020","920"
"210232","BURITICUPU","MA","03/2020","924"
"210232","BURITICUPU","MA","04/2020","938"
"210232","BURITICUPU","MA","05/2020","938"
"210232","BURITICUPU","MA","06/2020","941"
"210232","BURITICUPU","MA","07/2020","941"
"210232","BURITICUPU","MA","08/2020","942"
"210232","BURITICUPU","MA","10/2020","934"
"210232","BURITICUPU","MA","11/2020","937"
"210235","BURITIRANA","MA","12/2020","128"
"210235","BURITIRANA","MA","09/2020","128"
"210235","BURITIRANA","MA","04/2020","127"
"210235","BURITIRANA","MA","11/2020","128"
"210235","BURITIRANA","MA","05/2020","127"
"210235","BURITIRANA","MA","10/2020","128"
"210235","BURITIRANA","MA","02/2020","127"
"210235","BURITIRANA","MA","03/2020","127"
"210235","BURITIRANA","MA","01/2020","127"
"210235","BURITIRANA","MA","06/2020","125"
"210235","BURITIRANA","MA","07/2020","127"
"210235","BURITIRANA","MA","08/2020","126"
"210237","CACHOEIRA GRANDE","MA","03/2020","22"
"210237","CACHOEIRA GRANDE","MA","04/2020","22"
"210237","CACHOEIRA GRANDE","MA","07/2020","23"
"210237","CACHOEIRA GRANDE","MA","06/2020","22"
"210237","CACHOEIRA GRANDE","MA","09/2020","23"
"210237","CACHOEIRA GRANDE","MA","10/2020","22"
"210237","CACHOEIRA GRANDE","MA","08/2020","23"
"210237","CACHOEIRA GRANDE","MA","01/2020","23"
"210237","CACHOEIRA GRANDE","MA","05/2020","22"
"210237","CACHOEIRA GRANDE","MA","02/2020","22"
"210237","CACHOEIRA GRANDE","MA","11/2020","21"
"210237","CACHOEIRA GRANDE","MA","12/2020","21"
"210240","CAJAPIÓ","MA","06/2020","75"
"210240","CAJAPIÓ","MA","07/2020","75"
"210240","CAJAPIÓ","MA","08/2020","75"
"210240","CAJAPIÓ","MA","09/2020","76"
"210240","CAJAPIÓ","MA","04/2020","74"
"210240","CAJAPIÓ","MA","11/2020","76"
"210240","CAJAPIÓ","MA","12/2020","76"
"210240","CAJAPIÓ","MA","03/2020","73"
"210240","CAJAPIÓ","MA","01/2020","75"
"210240","CAJAPIÓ","MA","05/2020","73"
"210240","CAJAPIÓ","MA","02/2020","74"
"210240","CAJAPIÓ","MA","10/2020","76"
"210250","CAJARI","MA","12/2020","153"
"210250","CAJARI","MA","01/2020","156"
"210250","CAJARI","MA","02/2020","155"
"210250","CAJARI","MA","03/2020","154"
"210250","CAJARI","MA","04/2020","156"
"210250","CAJARI","MA","05/2020","156"
"210250","CAJARI","MA","06/2020","155"
"210250","CAJARI","MA","07/2020","155"
"210250","CAJARI","MA","08/2020","154"
"210250","CAJARI","MA","10/2020","154"
"210250","CAJARI","MA","11/2020","152"
"210250","CAJARI","MA","09/2020","154"
"210255","CAMPESTRE DO MARANHÃO","MA","01/2020","266"
"210255","CAMPESTRE DO MARANHÃO","MA","12/2020","264"
"210255","CAMPESTRE DO MARANHÃO","MA","06/2020","265"
"210255","CAMPESTRE DO MARANHÃO","MA","07/2020","265"
"210255","CAMPESTRE DO MARANHÃO","MA","09/2020","265"
"210255","CAMPESTRE DO MARANHÃO","MA","02/2020","264"
"210255","CAMPESTRE DO MARANHÃO","MA","08/2020","265"
"210255","CAMPESTRE DO MARANHÃO","MA","05/2020","266"
"210255","CAMPESTRE DO MARANHÃO","MA","10/2020","264"
"210255","CAMPESTRE DO MARANHÃO","MA","03/2020","264"
"210255","CAMPESTRE DO MARANHÃO","MA","04/2020","265"
"210255","CAMPESTRE DO MARANHÃO","MA","11/2020","265"
"210260","CÂNDIDO MENDES","MA","03/2020","270"
"210260","CÂNDIDO MENDES","MA","12/2020","271"
"210260","CÂNDIDO MENDES","MA","11/2020","274"
"210260","CÂNDIDO MENDES","MA","04/2020","269"
"210260","CÂNDIDO MENDES","MA","10/2020","273"
"210260","CÂNDIDO MENDES","MA","05/2020","271"
"210260","CÂNDIDO MENDES","MA","06/2020","271"
"210260","CÂNDIDO MENDES","MA","09/2020","273"
"210260","CÂNDIDO MENDES","MA","08/2020","271"
"210260","CÂNDIDO MENDES","MA","07/2020","272"
"210260","CÂNDIDO MENDES","MA","01/2020","273"
"210260","CÂNDIDO MENDES","MA","02/2020","270"
"210270","CANTANHEDE","MA","07/2020","435"
"210270","CANTANHEDE","MA","06/2020","431"
"210270","CANTANHEDE","MA","05/2020","431"
"210270","CANTANHEDE","MA","12/2020","432"
"210270","CANTANHEDE","MA","03/2020","425"
"210270","CANTANHEDE","MA","02/2020","421"
"210270","CANTANHEDE","MA","10/2020","439"
"210270","CANTANHEDE","MA","04/2020","429"
"210270","CANTANHEDE","MA","09/2020","437"
"210270","CANTANHEDE","MA","01/2020","428"
"210270","CANTANHEDE","MA","08/2020","435"
"210270","CANTANHEDE","MA","11/2020","436"
"210275","CAPINZAL DO NORTE","MA","03/2020","55"
"210275","CAPINZAL DO NORTE","MA","01/2020","52"
"210275","CAPINZAL DO NORTE","MA","06/2020","56"
"210275","CAPINZAL DO NORTE","MA","07/2020","60"
"210275","CAPINZAL DO NORTE","MA","09/2020","60"
"210275","CAPINZAL DO NORTE","MA","10/2020","60"
"210275","CAPINZAL DO NORTE","MA","11/2020","59"
"210275","CAPINZAL DO NORTE","MA","12/2020","59"
"210275","CAPINZAL DO NORTE","MA","08/2020","60"
"210275","CAPINZAL DO NORTE","MA","04/2020","55"
"210275","CAPINZAL DO NORTE","MA","05/2020","55"
"210275","CAPINZAL DO NORTE","MA","02/2020","54"
"210280","CAROLINA","MA","08/2020","698"
"210280","CAROLINA","MA","12/2020","696"
"210280","CAROLINA","MA","11/2020","701"
"210280","CAROLINA","MA","10/2020","698"
"210280","CAROLINA","MA","09/2020","699"
"210280","CAROLINA","MA","07/2020","698"
"210280","CAROLINA","MA","06/2020","701"
"210280","CAROLINA","MA","05/2020","699"
"210280","CAROLINA","MA","04/2020","697"
"210280","CAROLINA","MA","03/2020","691"
"210280","CAROLINA","MA","02/2020","687"
"210280","CAROLINA","MA","01/2020","689"
"210290","CARUTAPERA","MA","04/2020","359"
"210290","CARUTAPERA","MA","10/2020","357"
"210290","CARUTAPERA","MA","12/2020","355"
"210290","CARUTAPERA","MA","11/2020","357"
"210290","CARUTAPERA","MA","09/2020","358"
"210290","CARUTAPERA","MA","08/2020","359"
"210290","CARUTAPERA","MA","07/2020","359"
"210290","CARUTAPERA","MA","06/2020","359"
"210290","CARUTAPERA","MA","05/2020","360"
"210290","CARUTAPERA","MA","03/2020","359"
"210290","CARUTAPERA","MA","02/2020","357"
"210290","CARUTAPERA","MA","01/2020","362"
"210300","CAXIAS","MA","07/2020","3347"
"210300","CAXIAS","MA","12/2020","3333"
"210300","CAXIAS","MA","11/2020","3347"
"210300","CAXIAS","MA","01/2020","3368"
"210300","CAXIAS","MA","02/2020","3306"
"210300","CAXIAS","MA","03/2020","3313"
"210300","CAXIAS","MA","04/2020","3355"
"210300","CAXIAS","MA","05/2020","3355"
"210300","CAXIAS","MA","06/2020","3359"
"210300","CAXIAS","MA","10/2020","3358"
"210300","CAXIAS","MA","09/2020","3365"
"210300","CAXIAS","MA","08/2020","3358"
"210310","CEDRAL","MA","10/2020","78"
"210310","CEDRAL","MA","12/2020","76"
"210310","CEDRAL","MA","11/2020","78"
"210310","CEDRAL","MA","08/2020","78"
"210310","CEDRAL","MA","06/2020","78"
"210310","CEDRAL","MA","09/2020","78"
"210310","CEDRAL","MA","01/2020","76"
"210310","CEDRAL","MA","02/2020","76"
"210310","CEDRAL","MA","03/2020","76"
"210310","CEDRAL","MA","05/2020","77"
"210310","CEDRAL","MA","04/2020","76"
"210310","CEDRAL","MA","07/2020","78"
"210312","CENTRAL DO MARANHÃO","MA","01/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","06/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","08/2020","79"
"210312","CENTRAL DO MARANHÃO","MA","11/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","10/2020","79"
"210312","CENTRAL DO MARANHÃO","MA","02/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","09/2020","79"
"210312","CENTRAL DO MARANHÃO","MA","07/2020","79"
"210312","CENTRAL DO MARANHÃO","MA","05/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","04/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","03/2020","80"
"210312","CENTRAL DO MARANHÃO","MA","12/2020","80"
"210315","CENTRO DO GUILHERME","MA","07/2020","85"
"210315","CENTRO DO GUILHERME","MA","03/2020","82"
"210315","CENTRO DO GUILHERME","MA","10/2020","90"
"210315","CENTRO DO GUILHERME","MA","05/2020","84"
"210315","CENTRO DO GUILHERME","MA","08/2020","87"
"210315","CENTRO DO GUILHERME","MA","12/2020","88"
"210315","CENTRO DO GUILHERME","MA","09/2020","91"
"210315","CENTRO DO GUILHERME","MA","06/2020","84"
"210315","CENTRO DO GUILHERME","MA","01/2020","84"
"210315","CENTRO DO GUILHERME","MA","11/2020","89"
"210315","CENTRO DO GUILHERME","MA","02/2020","81"
"210315","CENTRO DO GUILHERME","MA","04/2020","84"
"210317","CENTRO NOVO DO MARANHÃO","MA","09/2020","99"
"210317","CENTRO NOVO DO MARANHÃO","MA","08/2020","99"
"210317","CENTRO NOVO DO MARANHÃO","MA","12/2020","100"
"210317","CENTRO NOVO DO MARANHÃO","MA","11/2020","101"
"210317","CENTRO NOVO DO MARANHÃO","MA","10/2020","100"
"210317","CENTRO NOVO DO MARANHÃO","MA","01/2020","94"
"210317","CENTRO NOVO DO MARANHÃO","MA","02/2020","95"
"210317","CENTRO NOVO DO MARANHÃO","MA","03/2020","95"
"210317","CENTRO NOVO DO MARANHÃO","MA","04/2020","95"
"210317","CENTRO NOVO DO MARANHÃO","MA","05/2020","96"
"210317","CENTRO NOVO DO MARANHÃO","MA","06/2020","98"
"210317","CENTRO NOVO DO MARANHÃO","MA","07/2020","99"
"210320","CHAPADINHA","MA","09/2020","1976"
"210320","CHAPADINHA","MA","01/2020","1971"
"210320","CHAPADINHA","MA","06/2020","1976"
"210320","CHAPADINHA","MA","10/2020","1977"
"210320","CHAPADINHA","MA","12/2020","1964"
"210320","CHAPADINHA","MA","04/2020","1980"
"210320","CHAPADINHA","MA","07/2020","1976"
"210320","CHAPADINHA","MA","08/2020","1970"
"210320","CHAPADINHA","MA","03/2020","1961"
"210320","CHAPADINHA","MA","11/2020","1976"
"210320","CHAPADINHA","MA","02/2020","1947"
"210320","CHAPADINHA","MA","05/2020","1978"
"210325","CIDELÂNDIA","MA","05/2020","88"
"210325","CIDELÂNDIA","MA","07/2020","88"
"210325","CIDELÂNDIA","MA","08/2020","88"
"210325","CIDELÂNDIA","MA","09/2020","89"
"210325","CIDELÂNDIA","MA","11/2020","89"
"210325","CIDELÂNDIA","MA","12/2020","87"
"210325","CIDELÂNDIA","MA","10/2020","88"
"210325","CIDELÂNDIA","MA","01/2020","89"
"210325","CIDELÂNDIA","MA","02/2020","87"
"210325","CIDELÂNDIA","MA","03/2020","87"
"210325","CIDELÂNDIA","MA","04/2020","88"
"210325","CIDELÂNDIA","MA","06/2020","88"
"210330","CODÓ","MA","12/2020","2634"
"210330","CODÓ","MA","07/2020","2602"
"210330","CODÓ","MA","01/2020","2606"
"210330","CODÓ","MA","02/2020","2561"
"210330","CODÓ","MA","03/2020","2570"
"210330","CODÓ","MA","05/2020","2599"
"210330","CODÓ","MA","06/2020","2605"
"210330","CODÓ","MA","08/2020","2597"
"210330","CODÓ","MA","09/2020","2618"
"210330","CODÓ","MA","10/2020","2630"
"210330","CODÓ","MA","11/2020","2634"
"210330","CODÓ","MA","04/2020","2590"
"210340","COELHO NETO","MA","03/2020","933"
"210340","COELHO NETO","MA","07/2020","938"
"210340","COELHO NETO","MA","12/2020","926"
"210340","COELHO NETO","MA","11/2020","931"
"210340","COELHO NETO","MA","10/2020","932"
"210340","COELHO NETO","MA","09/2020","935"
"210340","COELHO NETO","MA","08/2020","935"
"210340","COELHO NETO","MA","06/2020","936"
"210340","COELHO NETO","MA","05/2020","937"
"210340","COELHO NETO","MA","04/2020","937"
"210340","COELHO NETO","MA","02/2020","929"
"210340","COELHO NETO","MA","01/2020","937"
"210350","COLINAS","MA","12/2020","530"
"210350","COLINAS","MA","11/2020","526"
"210350","COLINAS","MA","09/2020","526"
"210350","COLINAS","MA","08/2020","524"
"210350","COLINAS","MA","07/2020","524"
"210350","COLINAS","MA","01/2020","515"
"210350","COLINAS","MA","06/2020","527"
"210350","COLINAS","MA","05/2020","527"
"210350","COLINAS","MA","04/2020","522"
"210350","COLINAS","MA","03/2020","516"
"210350","COLINAS","MA","10/2020","526"
"210350","COLINAS","MA","02/2020","513"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","05/2020","122"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","01/2020","119"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","02/2020","119"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","03/2020","119"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","04/2020","120"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","06/2020","122"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","07/2020","122"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","08/2020","119"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","09/2020","120"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","10/2020","120"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","11/2020","120"
"210355","CONCEIÇÃO DO LAGO-AÇU","MA","12/2020","122"
"210360","COROATÁ","MA","09/2020","1541"
"210360","COROATÁ","MA","12/2020","1530"
"210360","COROATÁ","MA","08/2020","1539"
"210360","COROATÁ","MA","07/2020","1537"
"210360","COROATÁ","MA","06/2020","1543"
"210360","COROATÁ","MA","05/2020","1544"
"210360","COROATÁ","MA","04/2020","1546"
"210360","COROATÁ","MA","03/2020","1532"
"210360","COROATÁ","MA","11/2020","1539"
"210360","COROATÁ","MA","02/2020","1519"
"210360","COROATÁ","MA","10/2020","1542"
"210360","COROATÁ","MA","01/2020","1562"
"210370","CURURUPU","MA","01/2020","587"
"210370","CURURUPU","MA","03/2020","592"
"210370","CURURUPU","MA","04/2020","594"
"210370","CURURUPU","MA","05/2020","594"
"210370","CURURUPU","MA","07/2020","597"
"210370","CURURUPU","MA","08/2020","598"
"210370","CURURUPU","MA","09/2020","599"
"210370","CURURUPU","MA","10/2020","601"
"210370","CURURUPU","MA","11/2020","603"
"210370","CURURUPU","MA","02/2020","591"
"210370","CURURUPU","MA","06/2020","595"
"210370","CURURUPU","MA","12/2020","602"
"210375","DAVINÓPOLIS","MA","05/2020","95"
"210375","DAVINÓPOLIS","MA","01/2020","96"
"210375","DAVINÓPOLIS","MA","12/2020","94"
"210375","DAVINÓPOLIS","MA","11/2020","95"
"210375","DAVINÓPOLIS","MA","10/2020","95"
"210375","DAVINÓPOLIS","MA","08/2020","95"
"210375","DAVINÓPOLIS","MA","02/2020","94"
"210375","DAVINÓPOLIS","MA","03/2020","95"
"210375","DAVINÓPOLIS","MA","09/2020","96"
"210375","DAVINÓPOLIS","MA","07/2020","95"
"210375","DAVINÓPOLIS","MA","06/2020","96"
"210375","DAVINÓPOLIS","MA","04/2020","95"
"210380","DOM PEDRO","MA","09/2020","544"
"210380","DOM PEDRO","MA","12/2020","549"
"210380","DOM PEDRO","MA","10/2020","546"
"210380","DOM PEDRO","MA","07/2020","541"
"210380","DOM PEDRO","MA","06/2020","542"
"210380","DOM PEDRO","MA","05/2020","543"
"210380","DOM PEDRO","MA","01/2020","539"
"210380","DOM PEDRO","MA","03/2020","539"
"210380","DOM PEDRO","MA","04/2020","542"
"210380","DOM PEDRO","MA","02/2020","535"
"210380","DOM PEDRO","MA","08/2020","541"
"210380","DOM PEDRO","MA","11/2020","546"
"210390","DUQUE BACELAR","MA","03/2020","161"
"210390","DUQUE BACELAR","MA","08/2020","166"
"210390","DUQUE BACELAR","MA","06/2020","161"
"210390","DUQUE BACELAR","MA","04/2020","160"
"210390","DUQUE BACELAR","MA","07/2020","162"
"210390","DUQUE BACELAR","MA","05/2020","161"
"210390","DUQUE BACELAR","MA","10/2020","167"
"210390","DUQUE BACELAR","MA","11/2020","167"
"210390","DUQUE BACELAR","MA","12/2020","164"
"210390","DUQUE BACELAR","MA","02/2020","161"
"210390","DUQUE BACELAR","MA","09/2020","166"
"210390","DUQUE BACELAR","MA","01/2020","164"
"210400","ESPERANTINÓPOLIS","MA","08/2020","342"
"210400","ESPERANTINÓPOLIS","MA","06/2020","343"
"210400","ESPERANTINÓPOLIS","MA","05/2020","343"
"210400","ESPERANTINÓPOLIS","MA","02/2020","337"
"210400","ESPERANTINÓPOLIS","MA","10/2020","344"
"210400","ESPERANTINÓPOLIS","MA","01/2020","343"
"210400","ESPERANTINÓPOLIS","MA","03/2020","341"
"210400","ESPERANTINÓPOLIS","MA","04/2020","343"
"210400","ESPERANTINÓPOLIS","MA","07/2020","342"
"210400","ESPERANTINÓPOLIS","MA","09/2020","343"
"210400","ESPERANTINÓPOLIS","MA","11/2020","345"
"210400","ESPERANTINÓPOLIS","MA","12/2020","340"
"210405","ESTREITO","MA","06/2020","688"
"210405","ESTREITO","MA","02/2020","677"
"210405","ESTREITO","MA","04/2020","689"
"210405","ESTREITO","MA","05/2020","687"
"210405","ESTREITO","MA","07/2020","689"
"210405","ESTREITO","MA","08/2020","688"
"210405","ESTREITO","MA","09/2020","692"
"210405","ESTREITO","MA","10/2020","692"
"210405","ESTREITO","MA","11/2020","690"
"210405","ESTREITO","MA","01/2020","689"
"210405","ESTREITO","MA","12/2020","688"
"210405","ESTREITO","MA","03/2020","684"
"210407","FEIRA NOVA DO MARANHÃO","MA","01/2020","42"
"210407","FEIRA NOVA DO MARANHÃO","MA","04/2020","41"
"210407","FEIRA NOVA DO MARANHÃO","MA","03/2020","41"
"210407","FEIRA NOVA DO MARANHÃO","MA","11/2020","42"
"210407","FEIRA NOVA DO MARANHÃO","MA","10/2020","42"
"210407","FEIRA NOVA DO MARANHÃO","MA","09/2020","42"
"210407","FEIRA NOVA DO MARANHÃO","MA","08/2020","42"
"210407","FEIRA NOVA DO MARANHÃO","MA","07/2020","41"
"210407","FEIRA NOVA DO MARANHÃO","MA","06/2020","41"
"210407","FEIRA NOVA DO MARANHÃO","MA","05/2020","41"
"210407","FEIRA NOVA DO MARANHÃO","MA","12/2020","42"
"210407","FEIRA NOVA DO MARANHÃO","MA","02/2020","41"
"210408","FERNANDO FALCÃO","MA","06/2020","52"
"210408","FERNANDO FALCÃO","MA","08/2020","52"
"210408","FERNANDO FALCÃO","MA","07/2020","52"
"210408","FERNANDO FALCÃO","MA","01/2020","53"
"210408","FERNANDO FALCÃO","MA","02/2020","53"
"210408","FERNANDO FALCÃO","MA","03/2020","54"
"210408","FERNANDO FALCÃO","MA","04/2020","54"
"210408","FERNANDO FALCÃO","MA","05/2020","53"
"210408","FERNANDO FALCÃO","MA","09/2020","53"
"210408","FERNANDO FALCÃO","MA","10/2020","52"
"210408","FERNANDO FALCÃO","MA","11/2020","52"
"210408","FERNANDO FALCÃO","MA","12/2020","52"
"210409","FORMOSA DA SERRA NEGRA","MA","04/2020","281"
"210409","FORMOSA DA SERRA NEGRA","MA","01/2020","281"
"210409","FORMOSA DA SERRA NEGRA","MA","02/2020","278"
"210409","FORMOSA DA SERRA NEGRA","MA","07/2020","283"
"210409","FORMOSA DA SERRA NEGRA","MA","10/2020","280"
"210409","FORMOSA DA SERRA NEGRA","MA","08/2020","284"
"210409","FORMOSA DA SERRA NEGRA","MA","11/2020","281"
"210409","FORMOSA DA SERRA NEGRA","MA","12/2020","280"
"210409","FORMOSA DA SERRA NEGRA","MA","05/2020","282"
"210409","FORMOSA DA SERRA NEGRA","MA","06/2020","284"
"210409","FORMOSA DA SERRA NEGRA","MA","09/2020","281"
"210409","FORMOSA DA SERRA NEGRA","MA","03/2020","278"
"210410","FORTALEZA DOS NOGUEIRAS","MA","05/2020","342"
"210410","FORTALEZA DOS NOGUEIRAS","MA","01/2020","340"
"210410","FORTALEZA DOS NOGUEIRAS","MA","02/2020","339"
"210410","FORTALEZA DOS NOGUEIRAS","MA","03/2020","339"
"210410","FORTALEZA DOS NOGUEIRAS","MA","04/2020","341"
"210410","FORTALEZA DOS NOGUEIRAS","MA","06/2020","342"
"210410","FORTALEZA DOS NOGUEIRAS","MA","07/2020","342"
"210410","FORTALEZA DOS NOGUEIRAS","MA","08/2020","343"
"210410","FORTALEZA DOS NOGUEIRAS","MA","09/2020","343"
"210410","FORTALEZA DOS NOGUEIRAS","MA","11/2020","344"
"210410","FORTALEZA DOS NOGUEIRAS","MA","12/2020","345"
"210410","FORTALEZA DOS NOGUEIRAS","MA","10/2020","344"
"210420","FORTUNA","MA","07/2020","168"
"210420","FORTUNA","MA","01/2020","158"
"210420","FORTUNA","MA","02/2020","159"
"210420","FORTUNA","MA","08/2020","167"
"210420","FORTUNA","MA","09/2020","167"
"210420","FORTUNA","MA","10/2020","168"
"210420","FORTUNA","MA","11/2020","168"
"210420","FORTUNA","MA","12/2020","167"
"210420","FORTUNA","MA","03/2020","161"
"210420","FORTUNA","MA","04/2020","165"
"210420","FORTUNA","MA","05/2020","167"
"210420","FORTUNA","MA","06/2020","169"
"210430","GODOFREDO VIANA","MA","05/2020","34"
"210430","GODOFREDO VIANA","MA","07/2020","35"
"210430","GODOFREDO VIANA","MA","08/2020","35"
"210430","GODOFREDO VIANA","MA","10/2020","35"
"210430","GODOFREDO VIANA","MA","11/2020","34"
"210430","GODOFREDO VIANA","MA","12/2020","34"
"210430","GODOFREDO VIANA","MA","03/2020","34"
"210430","GODOFREDO VIANA","MA","09/2020","35"
"210430","GODOFREDO VIANA","MA","01/2020","32"
"210430","GODOFREDO VIANA","MA","02/2020","31"
"210430","GODOFREDO VIANA","MA","04/2020","35"
"210430","GODOFREDO VIANA","MA","06/2020","34"
"210440","GONÇALVES DIAS","MA","06/2020","228"
"210440","GONÇALVES DIAS","MA","08/2020","227"
"210440","GONÇALVES DIAS","MA","09/2020","227"
"210440","GONÇALVES DIAS","MA","10/2020","228"
"210440","GONÇALVES DIAS","MA","12/2020","228"
"210440","GONÇALVES DIAS","MA","11/2020","228"
"210440","GONÇALVES DIAS","MA","01/2020","222"
"210440","GONÇALVES DIAS","MA","02/2020","218"
"210440","GONÇALVES DIAS","MA","03/2020","220"
"210440","GONÇALVES DIAS","MA","04/2020","224"
"210440","GONÇALVES DIAS","MA","05/2020","227"
"210440","GONÇALVES DIAS","MA","07/2020","227"
"210450","GOVERNADOR ARCHER","MA","04/2020","112"
"210450","GOVERNADOR ARCHER","MA","08/2020","113"
"210450","GOVERNADOR ARCHER","MA","07/2020","112"
"210450","GOVERNADOR ARCHER","MA","06/2020","111"
"210450","GOVERNADOR ARCHER","MA","05/2020","113"
"210450","GOVERNADOR ARCHER","MA","09/2020","114"
"210450","GOVERNADOR ARCHER","MA","01/2020","117"
"210450","GOVERNADOR ARCHER","MA","12/2020","112"
"210450","GOVERNADOR ARCHER","MA","10/2020","113"
"210450","GOVERNADOR ARCHER","MA","02/2020","113"
"210450","GOVERNADOR ARCHER","MA","03/2020","112"
"210450","GOVERNADOR ARCHER","MA","11/2020","113"
"210455","GOVERNADOR EDISON LOBÃO","MA","03/2020","121"
"210455","GOVERNADOR EDISON LOBÃO","MA","10/2020","124"
"210455","GOVERNADOR EDISON LOBÃO","MA","05/2020","122"
"210455","GOVERNADOR EDISON LOBÃO","MA","09/2020","123"
"210455","GOVERNADOR EDISON LOBÃO","MA","07/2020","122"
"210455","GOVERNADOR EDISON LOBÃO","MA","08/2020","121"
"210455","GOVERNADOR EDISON LOBÃO","MA","06/2020","122"
"210455","GOVERNADOR EDISON LOBÃO","MA","12/2020","121"
"210455","GOVERNADOR EDISON LOBÃO","MA","04/2020","122"
"210455","GOVERNADOR EDISON LOBÃO","MA","11/2020","125"
"210455","GOVERNADOR EDISON LOBÃO","MA","02/2020","120"
"210455","GOVERNADOR EDISON LOBÃO","MA","01/2020","122"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","03/2020","204"
"210460","GOVERNADOR EUGÊNIO BARROS","MA","08/2020","202"
